,Unnamed: 0.1,Unnamed: 0,Domain_Name,Manual1,Manual2,ChatGPT_4o,Instant_Segment,English?
262,262,2551,counsellingviazoom.com,counselling|via|zoom,counselling|via|zoom,counselling|via|zoom,counselling|via|zoom,Yes
263,263,18301,dropshippingstraybullet.com,drop|shipping|stray|bullet,drop|shipping|stray|bullet,drop|shipping|stray|bullet,dropshipping|stray|bullet,Yes
264,264,20761,hugodelivery.com,hugo|delivery,hugo|delivery,hugo|delivery,hugo|delivery,Yes
265,265,1915,9898977.com,9898977,9898977,989|8977,,No
266,266,30061,adriano-ads.com,adriano|ads,adriano|ads,adriano|ads,adriano|ads,Yes
267,267,54446,hyzcys.com,hyzcys,hyzcys,hyzcys,hyz|cys,No
268,268,9016,experienciasdoser.com,experiencias|doser,experiencias|doser,experiencias|do|ser,experiencias|doser,No
269,269,19311,fflluxe.com,fflluxe,ffl|luxe,ffl|luxe,ffl|luxe,Yes
270,270,12831,guaccilogistics.com,guacci|logistics,guacci|logistics,guac|co|logistics,gu|acci|logistics,Yes
271,271,15407,avamaerowe.com,ava|mae|rowe,avamaerowe,ava|mae|rowe,av|am|aero|we,No
272,272,36942,beginnertailwind.com,beginner|tail|wind,beginner|tail|wind,beginner|tail|wind,beginner|tailwind,Yes
273,273,61477,floatingspheres.com,floating|spheres,floating|spheres,floating|spheres,floating|spheres,Yes
274,274,55084,csepoalphatech.com,csepoalpha|tech,cse|po|alpha|tech,csep|o|alpha|tech,cse|po|alphatech,Yes
275,275,95134,expertradings.com,exper|tradings,expert|radings,expert|radings,exper|trading|s,Yes
276,276,54704,estherwanecoaching.com,esther|wane|coaching,esther|wane|coaching,esther|wane|coaching,esther|wane|coaching,Yes
277,277,5170,goodstay.com,good|stay,good|stay,good|stay,good|stay,Yes
278,278,89621,heng93.com,heng93,heng|93,heng|93,heng,No
279,279,73112,finansustrategas.com,finansu|strategas,finansustrategas,finans|us|strategas,finans|ust|rate|gas,No
280,280,1065,heretome.com,here|to|me,here|to|me,here|to|me,here|to|me,Yes
281,281,27547,365ttbuy.com,365|tt|buy,365|tt|buy,365|tt|buy,tt|buy,Yes
282,282,91306,americanfirstusa.com,american|first|usa,american|first|usa,american|first|usa,american|first|usa,Yes
283,283,59659,bilheteweb.com,bilhete|web,bilhete|web,bilhete|web,bil|hete|web,Yes
284,284,68648,downtownoasis.com,down|town|oasis,downtown|oasis,downtown|oasis,downtown|oasis,Yes
285,285,95132,halcophelps.com,hal|cop|helps,halco|phelps,halco|phelps,halco|phelps,Yes
286,286,78456,jl128.com,jl128,jl|128,jl|128,jl,No
287,287,95327,jaredsrealm.com,jareds|realm,jareds|realm,jareds|realm,jared|s|realm,Yes
288,288,59560,driftsouth.com,drift|south,drift|south,drift|south,drift|south,Yes
289,289,30122,calvinflippo.com,calvin|flippo,calvin|flippo,calvin|flippo,calvin|flippo,Yes
290,290,23925,ip15.com,ip|15,ip|15,ip|15,ip,Yes
291,291,63496,jaedonlondagin.com,jaedon|londagin,jaedon|londagin,jaedon|londagin,jae|donlon|dag|in,Yes
292,292,8266,3dayoffer646.com,3|day|offer|646,3|day|offer|646,3|day|offer|646,day|offer,Yes
293,293,33591,bidingguo.com,bi|ding|guo,bi|ding|guo,biding|guo,biding|guo,No
294,294,72620,avcovalves.com,avco|valves,avco|valves,avco|valves,avco|valves,Yes
295,295,19956,fastnerspoint.com,fast|ners|point,fastners|point,fastners|point,fastners|point,Yes
296,296,20147,beccamaedesigns.com,becca|mae|designs,becca|mae|designs,becca|mae|designs,becca|mae|designs,Yes
297,297,76569,jy3824.com,jy3824,jy|3824,jy|3824,jy,No
298,298,46149,boggarts.com,boggarts,boggarts,bog|garts,boggart|s,Yes
299,299,44342,indoorharvester.com,in|door|harvester,indoor|harvester,indoor|harvester,indoor|harvester,Yes
300,300,42615,bat-invest.com,bat|invest,bat|invest,bat|invest,bat|invest,Yes
301,301,52699,brigittethiot.com,brigitte|thiot,brigitte|thiot,brigitte|thiot,brigitte|thio|t,Yes
302,302,57292,goodwillmedical.com,good|will|medical,good|will|medical,goodwill|medical,goodwill|medical,Yes
303,303,53520,flat6studios.com,flat|6|studios,flat|6|studios,flat|6|studios,flat|studios,Yes
304,304,2880,102vip9.com,102|vip|9,102|vip|9,102|vip|9,vip,Yes
305,305,55082,grisb.com,grisb,grisb,gris|b,gris|b,Yes
306,306,62844,danemar.com,dane|mar,dane|mar,dane|mar,dane|mar,Yes
307,307,58462,bednarzfamily.com,bed|narz|family,bednarz|family,bednarz|family,bednarz|family,Yes
308,308,60970,gc5qvv6qrl42sgdm4egogmi6vbbiapb2.com,gc5qvv6qrl42sgdm4egogmi6vbbiapb2,gc5qvv6qrl42sgdm4egogmi6vbbiapb2,gc|5qvv6|qrl|42sgdm|4eg|ogmi|6vbbi|ap|b2,gc|qvv|qrl|sgd|me|go|gm|iv|bbi|apb,No
309,309,32503,anta-rf.com,anta|rf,anta|rf,anta|rf,antar|f,Yes
310,310,53255,byte-sizedcrypto.com,byte|sized|crypto,byte|sized|crypto,byte|sized|crypto,byte|sized|crypto,Yes
311,311,43585,eastcoastraveller.com,east|coast|raveller,east|coast|raveller,east|coast|traveller,east|co|as|traveller,Yes
312,312,63600,canvello.com,canvello,canvello,canvello,can|v|ello,Yes
313,313,20609,americansurrealist.com,american|surrealist,american|surrealist,american|surrealist,american|surrealist,Yes
314,314,60209,gpsinventorysolutionssending.com,gps|inventory|solutions|sending,gps|inventory|solutions|sending,gps|inventory|solutions|sending,gps|inventory|solutions|sending,Yes
315,315,75868,getsupersavings.com,get|super|savings,get|super|savings,get|super|savings,get|super|savings,Yes
316,316,21589,gwinnettcountybraves.com,g|winnett|county|braves,gwinnett|county|braves,gwinnett|county|braves,gwinnett|county|braves,Yes
317,317,9613,immobilierlimousin.com,immobilier|limousin,immobilier|limousin,immobilier|limousin,immobilier|limousin,Yes
318,318,71267,antwerpbotanicalsacademy.com,antwerp|botanicals|academy,antwerp|botanicals|academy,antwerp|botanicals|academy,antwerp|botanicals|academy,Yes
319,319,28513,fireroasted.com,fire|roasted,fire|roasted,fire|roasted,fire|roasted,Yes
320,320,21925,goldenappleweb.com,golden|apple|web,golden|apple|web,golden|apple|web,golden|apple|web,Yes
321,321,14523,graxen.com,graxen,graxen,grax|en,gra|xen,Yes
322,322,90488,aldeemstore.com,aldeem|store,aldeem|store,aldeem|store,al|deem|store,Yes
323,323,99037,betteringz.com,bette|ringz,betteringz,better|ing|z,bettering|z,Yes
324,324,97968,catherinebstafford.com,catherine|b|stafford,catherine|b|stafford,catherine|b|stafford,catherine|b|stafford,Yes
325,325,5144,australiamint.com,australia|mint,australia|mint,australia|mint,australia|mint,Yes
326,326,48125,bluesdrawings.com,blues|drawings,blues|drawings,blue|s|drawings,blues|drawings,Yes
327,327,47839,getaclutch.com,get|a|clutch,get|a|clutch,get|a|clutch,get|a|clutch,Yes
328,328,54032,braceletmagique.com,bracelet|magique,bracelet|magique,bracelet|magique,bracelet|magique,Yes
329,329,35522,elgringoabogado.com,el|gringo|abogado,el|gringo|abogado,el|gringo|abogado,el|gringo|abogado,No
330,330,149,distributionhj.com,distribution|hj,distribution|hj,distribution|hj,distribution|hj,Yes
331,331,31021,ivettedominguez.com,ivette|dominguez,ivette|dominguez,ivette|dominguez,ivette|dominguez,Yes
332,332,10973,clasesdeseguridadflorida.com,clases|de|seguridad|florida,clases|de|seguridad|florida,clases|de|seguridad|florida,clases|de|seguridad|florida,No
333,333,54609,1wzsw.com,1wzsw,1wzsw,1|wz|sw,wz|sw,No
334,334,93967,careyourpets.com,care|your|pets,care|your|pets,care|your|pets,care|your|pets,Yes
335,335,41877,intrachartering.com,intra|chartering,intra|chartering,intra|chartering,intra|chartering,Yes
336,336,89232,fightforyourlifeclub.com,fight|for|your|life|club,fight|for|your|life|club,fight|for|your|life|club,fight|for|your|life|club,Yes
337,337,31975,crissified.com,crissified,crissified,criss|ified,criss|ified,Yes
338,338,84576,b-side-partners.com,b|side|partners,b|side|partners,b|side|partners,b|side|partners,Yes
339,339,41930,beautypaiges.com,beauty|paiges,beauty|paiges,beauty|paiges,beauty|paige|s,Yes
340,340,89029,archivedsupplycompany.com,archived|supply|company,archived|supply|company,archive|d|supply|company,archived|supply|company,Yes
341,341,13344,chasingthecurenow.com,chasing|the|cure|now,chasing|the|cure|now,chasing|the|cure|now,chasing|the|cure|now,Yes
342,342,39019,areopoli.com,areopoli,areopoli,areo|poli,are|o|poli,Yes
343,343,14006,allaboutthepartyllc.com,all|about|the|party|llc,all|about|the|party|llc,all|about|the|party|llc,all|about|the|party|llc,Yes
344,344,49243,gueva.com,gueva,gueva,gueva,gu|eva,Yes
345,345,23568,clubsportsapparel.com,club|sports|apparel,club|sports|apparel,club|sports|apparel,club|sports|apparel,Yes
346,346,86313,finomage.com,fino|mage,fino|mage,fino|mage,fino|mage,Yes
347,347,5434,bellhavenpianostudio.com,bell|haven|piano|studio,bell|haven|piano|studio,bell|haven|piano|studio,bell|haven|piano|studio,Yes
348,348,70500,dreamyluxury.com,dreamy|luxury,dreamy|luxury,dreamy|luxury,dreamy|luxury,Yes
349,349,78775,eido69mg5a7s2eufq9alqd5em14q6uma.com,eido69mg5a7s2eufq9alqd5em14q6uma,eido69mg5a7s2eufq9alqd5em14q6uma,eido|69mg|5a7|s2|euf|q9|al|qd|5em|14q|6|uma,eid|omg|as|eu|fqa|lq|dem|qum|a,No
350,350,28354,buvaji.com,buvaji,buvaji,buv|aji,b|uva|ji,No
351,351,66395,bubble-escape.com,bubble|escape,bubble|escape,bubble|escape,bubble|escape,Yes
352,352,59974,cool-remedy-roof.com,cool|remedy|roof,cool|remedy|roof,cool|remedy|roof,cool|remedy|roof,Yes
353,353,95481,isgdatabasedevelopment.com,isg|data|base|development,isg|database|development,isg|database|development,is|g|database|development,Yes
354,354,67277,jca-equipment.com,jca|equipment,jca|equipment,jca|equipment,jca|equipment,Yes
355,355,21183,datorama-demo.com,datorama|demo,datorama|demo,datorama|demo,da|to|rama|demo,Yes
356,356,36062,autolosstaxsettlement.com,auto|loss|tax|settlement,auto|loss|tax|settlement,auto|loss|tax|settlement,auto|loss|tax|settlement,Yes
357,357,31515,cma-engineering.com,cma|engineering,cma|engineering,cma|engineering,cma|engineering,Yes
358,358,84941,f2196.com,f2196,f2196,f|2196,f,Yes
359,359,24412,centroservizicapalbio.com,centro|servizi|capalbio,centro|servizica|palbio,centro|servizi|capalbio,centro|servizi|cap|al|bio,No
360,360,90066,defensiveinvestor.com,defensive|investor,defensive|investor,defensive|investor,defensive|investor,Yes
361,361,84065,guerillaseven.com,guerilla|seven,guerilla|seven,guerilla|seven,guerilla|seven,Yes
362,362,41825,affinergy.com,affinergy,affinergy,affinergy,aff|inergy,Yes
363,363,56760,justmybabymama.com,just|my|baby|mama,just|my|baby|mama,just|my|baby|mama,just|my|baby|mama,Yes
364,364,82584,ashleighbaby.com,ashleigh|baby,ashleigh|baby,ashleigh|baby,ashleigh|baby,Yes
365,365,58161,exemplarydm.com,exemplary|dm,exemplary|dm,exemplary|dm,exemplary|dm,Yes
366,366,64782,enlog-dgs.com,enlog|dgs,enlog|dgs,en|log|dgs,en|log|dgs,Yes
367,367,5797,driversclubchicago.com,drivers|club|chicago,drivers|club|chicago,drivers|club|chicago,drivers|club|chicago,Yes
368,368,50898,byfcg.com,byfcg,byfcg,by|fcg,by|fcg,No
369,369,52475,2229331.com,2229331,2229331,222|9331,,No
370,370,31369,immune4you.com,immune|4|you,immune|4|you,immune|4|you,immune|you,Yes
371,371,72147,hardcorefaith.com,hard|core|faith,hard|core|faith,hardcore|faith,hardcore|faith,Yes
372,372,65156,jidijiahe.com,jidijiahe,jidijiahe,jidijiahe,ji|diji|a|he,No
373,373,28618,55ssp20i55ntutl3fri53o8s3amh96e5.com,55ssp20i55ntutl3fri53o8s3amh96e5,55ssp20i55ntutl3fri53o8s3amh96e5,55|ssp|20i|55|ntut|l3|fri|53|o8|s3|amh|96|e5,ssp|in|tut|lf|rios|am|he,No
374,374,33130,heart2heartdogtraining.com,heart|2|heart|dog|training,heart|2|heart|dog|training,heart|2|heart|dog|training,heart|heart|dog|training,Yes
375,375,97835,football-scene.com,foot|ball|scene,football|scene,football|scene,football|scene,Yes
376,376,78093,arrudafranco.com,arruda|franco,arruda|franco,arruda|franco,arruda|franco,Yes
377,377,6150,apostabet77.com,a|post|a|bet|77,aposta|bet|77,apostabet|77,a|post|a|bet,Yes
378,378,24559,hannahjcullen.com,hannah|j|cullen,hannah|j|cullen,hannah|j|cullen,hannah|j|cullen,Yes
379,379,78820,cuchillostrenzados.com,cuchillo|strenzados,cuchillos|trenzados,cuchillos|trenzados,cu|chill|os|trenz|a|dos,No
380,380,90102,hillcresteventcenter.com,hill|crest|event|center,hill|crest|event|center,hillcrest|event|center,hillcrest|event|center,Yes
381,381,53135,dunadeldaryoush.com,duna|del|daryoush,dunadeldaryoush,duna|del|dary|oush,dun|ad|eldar|you|sh,No
382,382,86540,abellehayford.com,abelle|hayford,abelle|hay|ford,abelle|hayford,a|belle|hayford,Yes
383,383,76812,aguacatesechartea.com,agua|catese|chartea,aguacatesechartea,aguacates|echartea,agua|cates|e|chart|ea,No
384,384,86920,artdiancollection.com,art|dian|collection,art|dian|collection,art|dian|collection,art|dian|collection,Yes
385,385,60072,jandrliquidations.com,jandr|liquidations,j|and|r|liquidations,jandr|liquidations,jan|dr|liquidations,Yes
386,386,89190,durhamentrepreneurs.com,durham|entrepreneurs,durham|entrepreneurs,durham|entrepreneurs,durham|entrepreneurs,Yes
387,387,46504,cadexpresscorp.com,cad|express|corp,cad|express|corp,cad|express|corp,cad|express|corp,Yes
388,388,33756,elisaminetto.com,elisa|minetto,elisa|minetto,elisa|minetto,elisa|minetto,Yes
389,389,53116,crossplatix.com,cross|platix,cross|platix,cross|plat|ix,cross|plat|ix,Yes
390,390,89583,fullyengaged.com,fully|engaged,fully|engaged,fully|engaged,fully|engaged,Yes
391,391,10539,164hu.com,164hu,164|hu,164|hu,hu,No
392,392,29134,5rly3d.com,5rly3d,5rly3d,5|rly|3d,r|lyd,No
393,393,17385,adseries.com,ad|series,ad|series,ad|series,ad|series,Yes
394,394,73078,alfazeta.com,al|fazeta,alfa|zeta,alfa|zeta,alfa|zeta,Yes
395,395,44530,edelglobal.com,edel|global,edel|global,edel|global,edel|global,Yes
396,396,74225,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll.com,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll,i5|gepn|6a|evn|2e|jn|qnj|bc|jdo|1jq|qqc|95|ll,ige|pna|evn|ejq|nj|bcj|doj|qqq|cll,No
397,397,10858,71588844.com,71588844,71588844,715|888|44,,No
398,398,30350,626dar6rupf2454g4u4m8mgbeustsnu4.com,626dar6rupf2454g4u4m8mgbeustsnu4,626dar6rupf2454g4u4m8mgbeustsnu4,626|dar|6rup|f2454|g4|u4|m8|mg|be|us|tsnu4,darr|up|f|gum|mg|beust|snu,No
399,399,35129,ashtxn.com,ashtxn,ash|txn,ash|txn,ash|txn,Yes
400,400,10782,jvstr.com,jvstr,jv|str,jv|str,jv|str,Yes
401,401,44018,114ef.com,114ef,114|ef,114|ef,ef,No
402,402,63479,520iee.com,520iee,520|iee,520|iee,iee,No
403,403,96647,factshindi.com,facts|hindi,facts|hindi,facts|hindi,facts|hindi,Yes
404,404,20869,cjperry.com,cj|perry,cj|perry,cj|perry,cj|perry,Yes
405,405,5734,basmalaaus.com,basmala|aus,basmalaaus,basmala|aus,basma|la|a|us,No
406,406,78633,jiffylubelewes.com,jiffy|lube|lewes,jiffy|lube|lewes,jiffy|lube|lewes,jiffy|lube|lewes,Yes
407,407,33203,foreverpathwaysministries.com,forever|pathways|ministries,forever|path|ways|ministries,forever|pathways|ministries,forever|pathways|ministries,Yes
408,408,90090,habpropertiesgroup.com,hab|properties|group,hab|properties|group,hab|properties|group,hab|properties|group,Yes
409,409,80156,diavel-forum.com,diavel|forum,diavel|forum,diavel|forum,dia|vel|forum,Yes
410,410,48798,joiestereo.com,joie|stereo,joie|stereo,joie|stereo,joie|stereo,Yes
411,411,57816,isatissoome.com,i|sat|issoome,isatissoome,isatis|soome,is|at|is|so|ome,No
412,412,85987,cloud-sry.com,cloud|sry,cloud|sry,cloud|sry,clouds|ry,Yes
413,413,78849,arcadecanada.com,arcade|canada,arcade|canada,arcade|canada,arcade|canada,Yes
414,414,91413,corbellnews.com,corbell|news,corbell|news,corbell|news,corbell|news,Yes
415,415,19542,cqjxd.com,cqjxd,cqjxd,cq|jxd,cqj|xd,No
416,416,47224,haultie.com,haul|tie,haul|tie,hault|ie,haul|tie,Yes
417,417,50485,goatandsheep.com,goat|and|sheep,goat|and|sheep,goat|and|sheep,goat|and|sheep,Yes
418,418,71510,6vdesign.com,6v|design,6v|design,6v|design,v|design,Yes
419,419,19861,fatimaboscodalat.com,fatima|boscodalat,fatima|bosco|dalat,fatima|bosco|dalat,fatima|bosco|dalat,Yes
420,420,80605,j6j0hhacjp05ag1gqm6mirvf6on1srvp.com,j6j0hhacjp05ag1gqm6mirvf6on1srvp,j6j0hhacjp05ag1gqm6mirvf6on1srvp,j6j0|hhac|jp05|ag1|gqm6|mir|vf6|on1|srvp,jj|hha|cj|pag|gqm|mirv|fons|rvp,No
421,421,52853,expandthebrandnola.com,expand|the|brand|nola,expand|the|brand|nola,expand|the|brand|nola,expand|the|brand|nola,Yes
422,422,70595,devdy.com,devdy,devdy,dev|dy,dev|dy,Yes
423,423,77794,indust-ventures.com,indust|ventures,indust|ventures,indust|ventures,in|dust|ventures,Yes
424,424,12086,fox-db-trial.com,fox|db|trial,fox|db|trial,fox|db|trial,fox|db|trial,Yes
425,425,50292,boyfromrc.com,boy|from|rc,boy|from|rc,boy|from|rc,boy|from|rc,Yes
426,426,2335,cryptoinvestmentsfirm.com,crypto|investments|firm,crypto|investments|firm,crypto|investments|firm,crypto|investments|firm,Yes
427,427,87126,devaci.com,devaci,devaci,deva|ci,dev|aci,Yes
428,428,49391,enginefish.com,engine|fish,engine|fish,engine|fish,engine|fish,Yes
429,429,93851,fubusports.com,fubu|sports,fubu|sports,fubu|sports,fubu|sports,Yes
430,430,13230,easyairco.com,easy|air|co,easy|air|co,easy|air|co,easy|airco,Yes
431,431,51141,aty992.com,aty992,aty|992,aty|992,at|y,Yes
432,432,48694,innofantech.com,inno|fan|tech,inno|fan|tech,innofan|tech,inn|of|an|tech,Yes
433,433,21283,gatefold-digital.com,gate|fold|digital,gate|fold|digital,gate|fold|digital,gatefold|digital,Yes
434,434,39571,abnatal.com,ab|natal,ab|natal,ab|natal,ab|natal,Yes
435,435,67249,himawari-sg.com,himawari|sg,himawari|sg,himawari|sg,him|a|war|is|g,No
436,436,21382,digitesouro.com,digit|esouro,digites|ouro,digite|souro,digit|es|our|o,No
437,437,17971,185004-270346.com,185004|270346,185004|270346,185|004|270|346,,No
438,438,50588,315252.com,315252,315252,315|252,,No
439,439,64458,currenex.com,currenex,currenex,current|ex,curren|ex,Yes
440,440,1633,gardetescheveux.com,gardetescheveux,gardetescheveux,garde|tes|cheveux,garde|tes|cheveux,No
441,441,32630,groupcomplete.com,group|complete,group|complete,group|complete,group|complete,Yes
442,442,24738,georgepeach.com,george|peach,george|peach,george|peach,george|peach,Yes
443,443,35016,czyhhd.com,czyhhd,czyhhd,czy|hhd,czy|hhd,No
444,444,32432,cabmedvaanissen.com,cabmed|vaanissen,cab|med|vaanissen,cabmed|vaan|issen,cab|med|va|a|nissen,No
445,445,88051,epicchamber.com,epic|chamber,epic|chamber,epic|chamber,epic|chamber,Yes
446,446,35583,blastafoodrecipes.com,blasta|food|recipes,blast|a|food|recipes,blasta|food|recipes,blast|a|food|recipes,Yes
447,447,22744,777872.com,777872,777872,777|872,,No
448,448,46226,electrocigarro.com,electro|cigarro,electro|cigarro,electro|cigarro,electro|cigarro,Yes
449,449,45938,e9t7u1o2c3.com,e9t7u1o2c3,e9t7u1o2c3,e9t7|u1o2|c3,et|uoc,No
450,450,59988,beeshiddengems.com,bees|hidden|gems,bees|hidden|gems,bees|hidden|gems,bees|hidden|gems,Yes
451,451,98539,fixitworldwide.com,fix|it|world|wide,fix|it|world|wide,fix|it|worldwide,fix|it|worldwide,Yes
452,452,81310,gptmotorsport.com,gpt|motor|sport,gpt|motor|sport,gpt|motorsport,gpt|motorsport,Yes
453,453,48991,dancenxtlevel.com,dance|nxt|level,dance|nxt|level,dance|nxt|level,dance|nxt|level,Yes
454,454,88639,guyswellness.com,guys|wellness,guys|wellness,guys|wellness,guys|wellness,Yes
455,455,7470,jmstranscription.com,jms|transcription,jms|transcription,jms|transcription,jms|transcription,Yes
456,456,12528,0mveo11iph5260c7eb3fpedt91q350vc.com,0mveo11iph5260c7eb3fpedt91q350vc,0mveo11iph5260c7eb3fpedt91q350vc,0mve|o11|iph|5260|c7|eb|3fp|edt|91q|350|vc,m|veo|iphc|e|bfp|edt|qvc,No
457,457,5598,global-compression-services.com,global|compression|services,global|compression|services,global|compression|services,global|compression|services,Yes
458,458,46675,charleneandme.com,charlene|and|me,charlene|and|me,charlene|and|me,charlene|and|me,Yes
459,459,90503,johnlucasmusicco.com,john|lucas|music|co,john|lucas|music|co,john|lucas|music|co,john|lucas|music|co,Yes
460,460,78559,gabinetegalaniglesias.com,gabi|netegalan|iglesias,gabinet|egalan|iglesias,gabinete|galan|iglesias,gabinete|galan|iglesias,No
461,461,43401,astronomads.com,astro|nomads,astro|nomads,astro|nomads,astro|nomads,Yes
462,462,99479,flixape.com,flix|ape,flix|ape,flix|ape,flix|ape,Yes
463,463,48356,balato8-ph.com,balato|8|ph,balato|8|ph,balato|8|ph,bala|to|ph,Yes
464,464,57040,denhvidesten.com,denhvidesten,denhvidesten,den|hvide|sten,de|nh|vides|ten,No
465,465,9514,iyfraep.com,iyfraep,iyfraep,iyf|raep,i|y|fra|ep,No
466,466,89706,joe-e-pace.com,joe|e|pace,joe|e|pace,joe|e|pace,joe|e|pace,Yes
467,467,34101,asd7zu.com,asd7zu,asd7zu,asd|7|zu,as|d|zu,No
468,468,54395,andersonhillwoodcraft.com,anderson|hill|wood|craft,anderson|hill|wood|craft,anderson|hill|woodcraft,anderson|hill|woodcraft,Yes
469,469,93569,dyegenx.com,dye|genx,dye|gen|x,dye|genx,dye|genx,Yes
470,470,84087,garagedoorrepairsouthflorida.com,garage|door|repair|south|florida,garage|door|repair|south|florida,garage|door|repair|south|florida,garage|door|repair|south|florida,Yes
471,471,488,certidor.com,certidor,certidor,cert|idor,cert|id|or,Yes
472,472,63087,ecologicnaturalsolutions.com,ecologic|natural|solutions,ecologic|natural|solutions,eco|logic|natural|solutions,ecologic|natural|solutions,Yes
473,473,65610,iris984.com,iris|984,iris|984,iris|984,iris,Yes
474,474,24808,cme-du-plateau.com,cme|du|plateau,cme|du|plateau,cme|du|plateau,cm|edu|plateau,Yes
475,475,57194,as-2000.com,as|2000,as|2000,as|2000,as,Yes
476,476,27854,fightingmanofmars.com,fighting|man|of|mars,fighting|man|of|mars,fighting|man|of|mars,fighting|man|of|mars,Yes
477,477,15331,ext-cloudreach.com,ext|cloud|reach,ext|cloud|reach,ext|cloud|reach,ext|cloud|reach,Yes
478,478,70169,1sourceinc.com,1|source|inc,1|source|inc,1|source|inc,source|inc,Yes
479,479,33161,escapethecityliving.com,escape|the|city|living,escape|the|city|living,escape|the|city|living,escape|the|city|living,Yes
480,480,37528,jpziyuan.com,jpzi|yuan,jp|zi|yuan,jp|ziyuan,jp|zi|yuan,No
481,481,81552,groundcontrollocation.com,ground|control|location,ground|control|location,ground|control|location,ground|control|location,Yes
482,482,61696,coastalgemslettering.com,coastal|gems|lettering,coastal|gems|lettering,coastal|gems|lettering,coastal|gems|lettering,Yes
483,483,33850,hamburg-flughafen.com,hamburg|flughafen,hamburg|flughafen,hamburg|flughafen,hamburg|flughafen,No
484,484,20015,goldenstatebouldering.com,golden|state|bouldering,golden|state|bouldering,golden|state|bouldering,golden|state|bouldering,Yes
485,485,31373,deloittevolunteerhub.com,deloitte|volunteer|hub,deloitte|volunteer|hub,deloitte|volunteer|hub,deloitte|volunteer|hub,Yes
486,486,10777,dreadfultech.com,dreadful|tech,dreadful|tech,dreadful|tech,dreadful|tech,Yes
487,487,21012,ebonyoneverything.com,ebony|on|everything,ebony|on|every|thing,ebony|on|everything,ebony|on|everything,Yes
488,488,7614,erfolg-als-friseur.com,erfolg|als|friseur,erfolg|als|friseur,erfolg|als|friseur,erfolg|als|fr|is|eur,No
489,489,72698,flex62.com,flex|62,flex|62,flex|62,flex,Yes
490,490,47562,inventastics.com,inventastics,inventastics,inventa|stics,invent|a|stics,Yes
491,491,12008,dodexo.com,dodexo,do|dexo,dod|exo,dod|exo,Yes
492,492,14256,enchantressandthelion.com,enchantress|and|the|lion,enchantress|and|the|lion,enchantress|and|the|lion,enchantress|and|the|lion,Yes
493,493,6301,jaigga9ieevh0n36tfqg8guih5npetrg.com,jaigga9ieevh0n36tfqg8guih5npetrg,jaigga9ieevh0n36tfqg8guih5npetrg,jai|gga|9ie|evh0n|36|tfq|8g|uih5|np|et|rg,jai|gga|ie|evh|nt|fqg|gui|hn|pet|rg,No
494,494,10822,beautyrestored.com,beauty|restored,beauty|restored,beauty|restored,beauty|restored,Yes
495,495,4017,icryptocode.com,i|crypto|code,i|crypto|code,i|crypto|code,i|crypto|code,Yes
496,496,64759,eoarchitects.com,eo|architects,eo|architects,eo|architects,eo|architects,Yes
497,497,97916,702mlan.com,702mlan,702|mlan,702|mlan,ml|an,Yes
498,498,88581,h-ferry.com,h|ferry,h|ferry,h|ferry,h|ferry,Yes
499,499,57943,dogurineremovers.com,dogurine|removers,dog|urine|removers,dog|urine|removers,dog|urine|removers,Yes
500,500,77824,embizzy.com,embizzy,embizzy,em|bizzy,em|bizzy,Yes
501,501,90958,ejqn0a0suv4ad723g225642q48p84od5.com,ejqn0a0suv4ad723g225642q48p84od5,ejqn0a0suv4ad723g225642q48p84od5,ejq|n0a0|suv|4ad|723|g|225|642|q4|8p|84|od|5,ejq|na|suva|dgq|pod,No
502,502,96589,accupolitics.com,accu|politics,accu|politics,accu|politics,accu|politics,Yes
503,503,5550,integritypaintingandrenovations.com,integrity|painting|and|renovations,integrity|painting|and|renovations,integrity|painting|and|renovations,integrity|painting|and|renovations,Yes
504,504,3804,8826333.com,8826333,8826333,882|6333,,No
505,505,30359,generalgenomics.com,general|genomics,general|genomics,general|genomics,general|genomics,Yes
506,506,4946,66648tt.com,66648tt,66648tt,66648|tt,tt,No
507,507,73287,joyviz.com,joy|viz,joy|viz,joy|viz,joy|viz,Yes
508,508,10263,cybeefox.com,cybee|fox,cybee|fox,cy|bee|fox,cy|bee|fox,Yes
509,509,36934,cornellsystems.com,cornell|systems,cornell|systems,cornell|systems,cornell|systems,Yes
510,510,68103,claudiazeier.com,claudia|zeier,claudia|zeier,claudia|zeier,claudia|z|eier,Yes
511,511,41504,jmcyprus.com,jm|cyprus,jm|cyprus,jm|cyprus,jm|cyprus,Yes
512,512,94231,firstcallcleaners.com,first|call|cleaners,first|call|cleaners,first|call|cleaners,first|call|cleaners,Yes
513,513,1169,ezraroda.com,ezra|roda,ezra|roda,ezra|roda,ezra|rod|a,Yes
514,514,63477,floridaflag.com,florida|flag,florida|flag,florida|flag,florida|flag,Yes
515,515,73292,dadaxz.com,dad|axz,dada|xz,dada|xz,dada|xz,Yes
516,516,79750,69737.com,69737,69737,69737,,No
517,517,76603,casacontigocl.com,casa|contigo|cl,casa|contigo|cl,casa|contigo|cl,casa|contigo|cl,No
